:ID,relationType,weight,confidence,mechanism,sign,cause_sequence,effect_sequence
causal/bd736838,causes,0.7,0.8,"The sudden startle prompts a reaction, leading to questioning the person's honesty.",+,647,649
causal/942ea306,causes,0.8,0.85,"The question implies doubt, leading to a belief in honesty.",+,649,652
causal/61e37442,causes,1.0,1.0,The statement of belief directly leads to the expression of belief.,+,651,652
causal/2c9d81db,enables,0.7,0.8,"Believing in someone can motivate them to take action, such as helping to hunt.",+,651,654
causal/b67943ae,enables,0.7,0.8,"Believing someone can empower them to take action, such as hunting.",+,652,654
causal/acca77e5,enables,0.7,0.8,"Being a fierce young hound suggests energy and capability, which enables participation in hunting.",+,653,654
causal/4d665e2c,aggravates,0.7,0.8,"The fierce young hound's aggressive nature intensifies the suffering of the warmint, leading to its dire state.",+,653,655
causal/bfef7857,causes,0.8,0.85,"The act of hunting leads to the suffering of the warmint, indicating a direct cause-effect relationship.",+,654,655
causal/4d02ed9d,enables,0.7,0.8,The ability to hunt at a certain age allows for the action of hunting to take place.,+,654,656
causal/c9363f50,causes,0.9,0.95,The hunting of the warmint leads to its state of being poor and wretched.,+,655,656
causal/6c7b1e9f,causes,0.7,0.8,"The suggestion to hunt may trigger a physical reaction, indicating excitement or anxiety.",+,654,657
causal/8f6456cd,causes,0.7,0.8,"The desperation of the warmint suggests a physical reaction in the subject, indicating stress or fear that triggers a physiological response.",+,655,657
causal/59e167ea,causes,0.7,0.8,"The description of the warmint suggests a triggering emotional or physical response, leading to the sensation in the throat.",+,656,657
causal/0467c920,enables,0.7,0.8,"The ability to hunt suggests a readiness or capability that allows for the metaphorical 'striking' of works, indicating potential action or realization.",+,654,658
causal/8a23541b,causes,0.8,0.9,"The clicking sensation in his throat suggests a mechanical function, indicating an impending action or event.",+,657,658
causal/c09f3ce0,causes,0.8,0.75,The emotional state of the warmint leads to a physical reaction of wiping tears.,+,656,659
causal/68777c42,causes,0.7,0.8,"The sensation in his throat triggers an emotional response, leading him to wipe his eyes.",+,657,659
causal/ec64077a,causes,0.7,0.8,"The description suggests a mechanical, inevitable action leading to an emotional response, as if the character is compelled to act.",+,658,659
causal/fa3b6e32,causes,0.8,0.85,The description of the warmint's poor state evokes feelings of pity in the observer.,+,656,660
causal/cfb5d831,causes,0.8,0.85,"The action of smearing his eyes suggests a moment of vulnerability, leading to feelings of pity for his situation.",+,659,660
causal/112857c4,causes,0.7,0.8,The clicking sensation in his throat suggests a physical reaction that leads to his eventual calmness.,+,657,661
causal/beb49557,enables,0.7,0.8,"The description suggests that the character's internal workings, like a clock, facilitate his eventual action of settling down, indicating a preparatory state.",+,658,661
causal/3c3e7513,causes,0.7,0.8,"Pitying leads to a compassionate observation, influencing the act of watching him settle down.",+,660,661
causal/aecc6852,enables,0.7,0.8,Feeling pity may have encouraged the speaker to express their feelings openly.,+,660,662
causal/c94d5875,enables,0.7,0.8,The act of watching him enjoy the pie encourages a positive interaction.,+,661,662
causal/a71d0696,enables,0.7,0.8,The act of watching the man eat allows for the observation of similarities in behavior.,+,661,664
causal/63fc8483,enables,0.7,0.8,Observing the dog's eating habits allowed for a comparison to be made with the man's behavior.,+,663,664
causal/40c8d5df,causes,0.8,0.85,"The man's eating behavior is influenced by the dog's eating style, suggesting a direct imitation or learned behavior.",+,664,665
causal/68ffb13c,causes,0.8,0.9,"The dog's eating behavior leads to rapid swallowing, indicating a direct cause-effect relationship.",+,663,666
causal/ad357f25,causes,0.8,0.85,"The man's behavior of taking sharp bites mimics the dog's, leading to rapid swallowing.",+,665,666
causal/68f64712,causes,0.7,0.8,"The dog's behavior of looking around while eating is likely influenced by the presence of the observer, suggesting a cause-and-effect relationship.",+,663,667
causal/aa934cc7,causes,0.7,0.8,"Eating too quickly can lead to distraction and discomfort, causing him to look around while eating.",+,666,667
causal/a6946048,causes,0.8,0.85,"The man's aggressive biting behavior suggests a defensive reaction to perceived threats, indicating a direct cause of his fear of losing the pie.",+,665,668
causal/c68787cc,causes,0.8,0.85,"The hurried eating suggests anxiety about losing the food, indicating that his behavior is driven by fear of theft.",+,666,668
causal/17f245e4,causes,0.8,0.85,"His cautious behavior while eating suggests a heightened awareness of potential threats, leading to the perception of danger.",+,667,668
causal/feddca59,causes,0.7,0.8,The man's aggressive behavior (strong bites) leads to mental unrest.,+,665,669
causal/a9330d83,causes,0.8,0.85,"Eating too quickly can lead to discomfort and anxiety, affecting mental state.",+,666,669
causal/8d991898,causes,0.7,0.8,"The act of looking sideways while eating indicates distraction, which can lead to feelings of unsettlement.",+,667,669
causal/382498ed,causes,0.8,0.85,"The fear of losing the pie creates anxiety, leading to an unsettled mind.",+,668,669
causal/3dcc893b,prevents,0.7,0.8,His distracted eating behavior prevents him from engaging with the visitor.,-,667,671
causal/a365cfb9,prevents,0.7,0.8,The fear of danger prevents him from acting aggressively towards the visitor.,+,668,671
causal/b01185c9,prevents,0.7,0.8,The action of not chopping prevents the visitor from consuming the food intended for him.,-,671,673
causal/e1c44e4b,causes,0.8,0.85,The speaker's fear of not leaving anything for another person prompts a timid response.,+,673,674
causal/3d6d540e,causes,0.8,0.85,"The timid expression indicates a hesitation that leads to a silence, suggesting the remark's politeness is in question.",+,674,675
causal/d522ccc2,causes,0.8,0.85,The fear of depletion leads to the belief that resources are exhausted.,+,673,676
causal/1247aacb,causes,0.8,0.85,The fear of not leaving anything for him motivated the speaker to provide a hint.,+,673,677
causal/004193c6,causes,0.8,0.85,The speaker's timidity leads to the certainty that motivates the hint.,+,674,677
causal/4862215d,causes,0.8,0.85,The hesitation created a silence that led to the certainty prompting the hint.,+,675,677
causal/5f0936fc,causes,0.8,0.85,The realization of limited resources motivated the speaker to provide a hint.,+,676,677
causal/7bb48f6a,causes,0.8,0.9,"The speaker's timidity prompts them to suggest a hint, indicating a direct influence of their emotional state on their actions.",+,674,678
causal/757df76b,causes,0.8,0.85,The hesitation creates a moment of reflection that leads to the decision to offer a hint.,+,675,678
causal/e084cebe,causes,0.8,0.85,The lack of resources prompted the speaker to suggest an alternative.,+,676,678
causal/c30c070a,causes,0.9,0.95,The certainty of the fact directly motivated the action of offering the hint.,+,677,678
causal/17962d2b,causes,0.8,0.85,The certainty of the fact motivated the speaker to provide a hint about the young man.,+,677,679
causal/26b8b4fc,enables,0.7,0.8,The hint offered creates an opportunity for the young man to be revealed or discussed.,+,678,679
causal/2dbe6274,causes,0.8,0.85,"The certainty of the fact motivated the speaker to provide a hint, leading to the listener's surprised reaction.",+,677,680
causal/3996ad68,causes,0.7,0.8,"The hint prompted a reaction, leading to a laugh.",+,678,680
causal/658832e5,causes,0.8,0.9,The act of offering a hint directly influences the person's affirmative response.,+,678,681
causal/5d58a20e,causes,0.7,0.8,"The young man's presence may have led to emotional distress, causing the man to stop eating.",+,679,683
causal/e69696d1,causes,0.7,0.8,The man's cessation of eating may lead to increased focus and attention on the observer.,+,683,684
causal/c0da4e09,causes,0.8,0.7,"The affirmation of 'Him? Yes, yes!' suggests excitement or approval, leading to a surprising outcome.",+,681,685
causal/224b48f5,enables,0.7,0.8,"Keen scrutiny can lead to unexpected revelations, resulting in surprise.",+,684,685
causal/84c7049f,causes,0.8,0.9,"Pointing directs attention to a location, leading to the discovery of the person asleep.",+,686,687
causal/85844329,enables,0.7,0.8,The scrutiny allows for the possibility of forming a thought about the person being observed.,+,684,688
causal/6b56075d,causes,0.8,0.9,"Holding someone by the collar can create a confrontational atmosphere, prompting intense eye contact.",+,689,690
causal/4e6b4a89,causes,0.8,0.85,"The intense gaze prompted a shift in my thoughts, linking his stare to violent ideas.",+,690,691
causal/799dd524,causes,0.8,0.85,"The act of dressing like someone else leads to the speaker's trembling, indicating anxiety or fear.",+,692,693
causal/12e6940e,enables,0.7,0.8,The description of dressing like someone else creates a context that heightens the speaker's anxiety about the situation.,+,692,694
causal/a20d9d07,enables,0.7,0.8,The act of explaining creates a context that allows for delicate communication.,+,693,694
causal/fc093b82,enables,0.7,0.8,"The thought of violence prompts a desire to borrow a tool, suggesting a plan to act on those violent thoughts.",+,691,695
causal/a5ffc95e,causes,0.9,0.95,The cannon's sound directly caused the awareness of its occurrence at home.,+,696,699
causal/59527b43,causes,0.8,0.9,"The speaker's return is prompted by the information received from home, indicating a direct cause-effect relationship.",+,698,699
causal/54c90380,causes,0.8,0.9,"The speaker's return is influenced by the distance of the location mentioned, indicating a causal relationship.",+,698,700
causal/08d371ac,causes,0.8,0.9,"The act of returning is linked to the experience of being shut in, suggesting that the return was influenced by the confinement.",+,698,701
causal/d6dea9a1,causes,0.7,0.8,Hearing something at home can lead to feelings of confinement or being shut in.,+,699,701
causal/0b0930f1,enables,0.7,0.8,The man's state of being alone and in distress allows him to perceive the sounds of guns and voices more acutely.,+,703,704
causal/edf6b012,causes,0.8,0.85,The speaker's exclamation indicates a realization that leads to observing the soldiers.,+,702,705
causal/d3ff826b,causes,0.8,0.9,"The sounds of guns and voices indicate an ongoing battle, leading him to see the soldiers illuminated by torches.",+,704,705
causal/0e9a62f2,enables,0.7,0.8,"Being alone and in a vulnerable state may heighten awareness of external stimuli, like hearing one's number called.",+,703,707
causal/44799597,causes,0.8,0.85,"The sounds of guns and voices create a sense of urgency, prompting him to respond when his number is called.",+,704,707
causal/75ed8768,enables,0.7,0.8,"The sight of soldiers may prompt him to pay attention, leading to hearing his number called.",+,705,707
causal/a257ad09,enables,0.7,0.8,Closing in creates an environment where he can hear his number called.,+,706,707
causal/8725a408,causes,0.8,0.85,"The sounds of guns and voices create a tense environment, leading him to hear himself being challenged.",+,704,708
causal/aee164ba,enables,0.7,0.8,"The sight of the soldiers prompts him to be alert, leading to him hearing the challenge.",+,705,708
causal/ce1579ca,enables,0.7,0.8,The act of closing in creates a situation where he can hear the challenge directed at him.,+,706,708
causal/b9269c7c,enables,0.7,0.8,Hearing his number called allows him to respond to the challenge.,+,707,708
causal/ce9c7c9a,enables,0.7,0.8,"Seeing the soldiers allows him to hear the muskets, as the visual presence heightens awareness of the surrounding sounds.",+,705,709
causal/d26ff01a,enables,0.7,0.8,"The act of closing in creates a situation where he can hear the muskets, suggesting proximity to danger.",+,706,709
causal/40161960,enables,0.7,0.8,"Hearing his number called allows him to hear the rattle of the muskets, indicating he is now part of the action.",+,707,709
causal/66551ecf,enables,0.7,0.8,"Hearing a challenge may prompt him to become aware of the surrounding danger, including the sound of muskets.",+,708,709
causal/29646c96,enables,0.7,0.8,"The act of closing in allows the orders to be heard and acted upon, facilitating the soldiers' readiness.",+,706,710
causal/d06c4044,enables,0.8,0.85,Hearing his number called prompts him to prepare for the upcoming orders.,+,707,710
causal/491d72bc,enables,0.7,0.8,"The challenge prompts him to prepare for action, leading to the orders being given.",+,708,710
causal/f58b1394,enables,0.8,0.85,"Hearing the rattle of muskets prepares the listener to receive commands, facilitating readiness for action.",+,709,710
causal/a4b5ebeb,causes,0.8,0.9,Hearing his number called prompts the action of being laid hands on.,+,707,711
causal/442d62c6,causes,0.8,0.85,"The challenge prompts a physical response, leading to being laid hands on.",+,708,711
causal/afab4e5c,causes,0.8,0.85,"The sound of muskets indicates an imminent threat, prompting a physical response.",+,709,711
causal/ed820c2c,causes,0.8,0.9,The command to prepare for action directly leads to the physical engagement with the subject.,+,710,711
causal/6eb544a0,prevents,0.7,0.8,"The sound of muskets indicates danger, leading to a state of inaction or fear.",-,709,712
causal/615f17e7,prevents,0.7,0.8,The act of laying hands on suggests an intervention that stops something from happening.,-,711,712
causal/9c26e6bf,causes,0.8,0.75,"Seeing one pursuing party likely leads to noticing more parties, suggesting a direct influence.",+,713,715
causal/5544a93f,causes,0.8,0.85,"The sound of marching suggests a large group approaching, leading to the observation of many individuals.",+,714,715
causal/34b6af7f,enables,0.7,0.8,The sound of marching suggests a buildup of tension that may lead to firing.,+,714,716
causal/06f4e0bc,causes,0.8,0.85,Seeing a large number prompts a reaction to fire.,+,715,716
causal/ce9fe0bc,causes,0.8,0.85,"The sound of marching (tramp) suggests an impending military action, leading to the cannon firing and the resulting mist shaking.",+,714,717
causal/dfeadf42,causes,0.8,0.85,"The act of firing cannons creates a visible effect, such as shaking mist, indicating a direct cause-and-effect relationship.",+,716,717
causal/02530047,enables,0.7,0.8,"The repetitive sound of footsteps creates an atmosphere that allows the man to express his thoughts, seemingly forgetting the listener's presence.",+,714,718
causal/81c36812,causes,0.8,0.75,"Firing can lead to physical altercations, resulting in injuries such as bruises.",+,716,720
causal/aea5f225,causes,0.8,0.85,The inquiry about his condition prompts the observation of his bruised face.,+,719,720
causal/a625df9c,enables,0.7,0.8,"The cannon's sound triggers a memory recall, suggesting that the event facilitates the recollection process.",+,717,721
causal/2a3e2b65,enables,0.7,0.8,The act of noticing prompts a deeper recollection of previously unacknowledged knowledge.,+,719,721
causal/ff28c85b,enables,0.6,0.7,"The bruised face may trigger memories associated with past experiences, enabling recall.",+,720,721
causal/f88a3a0a,causes,0.7,0.8,"The man's exclamation indicates surprise or disbelief, which can lead to a physical reaction, such as being struck.",+,722,723
causal/db10028f,causes,0.8,0.85,"The act of striking provokes a reaction, leading to the inquiry about the person's whereabouts.",+,723,725
causal/062d7e28,enables,0.7,0.8,"The question about someone's location prompts a request for directions, facilitating the search.",+,725,727
causal/f808a993,causes,0.7,0.8,The action of using the flat of his hand suggests a forceful gesture that initiates the intent to pull someone down.,+,724,728
causal/55a4e605,causes,0.8,0.85,"The inquiry about someone's location prompts a response indicating a pursuit, suggesting a direct cause-effect relationship.",+,725,728
causal/459b20e4,enables,0.6,0.7,Cramming food into his jacket may enable the speaker to track him down more easily.,+,726,728
causal/3f79cc0f,causes,0.8,0.85,"The request for direction leads to the intent to pursue and capture, similar to a bloodhound tracking a scent.",+,727,728
causal/067b0179,causes,0.8,0.85,"The request for direction leads to frustration expressed through cursing, indicating a direct cause-effect relationship.",+,727,729
causal/9d8766ec,causes,0.7,0.8,"The act of pulling down suggests a physical action that could lead to injury or pain, causing the curse about the sore leg.",+,728,729
causal/4c04ba33,enables,0.7,0.8,The request for direction facilitates the boy's ability to provide the file.,+,727,730
causal/5dde3335,causes,0.8,0.85,The act of pulling down suggests a forceful action that leads to the boy being compelled to give up the file.,+,728,730
causal/feebab6f,enables,0.7,0.8,"Indicating the direction of the mist prompts the man to look up, facilitating his awareness of the environment.",+,731,732
causal/74e2364e,causes,0.8,0.7,Indicating the direction of the mist likely led the man to move towards the wet grass.,+,731,733
causal/959194b7,causes,0.8,0.85,"The request for the file prompts the boy to file aggressively, indicating a direct response to the demand.",+,730,734
causal/ef1c4627,causes,0.8,0.85,The intense focus on filing suggests a distraction that leads to ignoring others.,+,734,735
causal/90af0be4,causes,0.8,0.75,"Intense focus on filing may lead to neglect of personal safety, resulting in injury.",+,734,736
causal/a0c14607,causes,0.7,0.8,"Ignoring someone can lead to a lack of self-awareness, resulting in neglecting one's own needs.",+,735,736
causal/87da0b21,causes,0.7,0.8,"Being on wet grass can lead to injuries, such as chafing, especially if the ground is uneven or if there is a fall.",+,733,737
causal/27e8391b,causes,0.8,0.85,"The act of filing aggressively likely exacerbated the existing chafe, leading to bleeding.",+,734,737
causal/a82f4b86,aggravates,0.7,0.8,"Ignoring someone can worsen their emotional or physical state, leading to increased distress or injury.",+,735,737
causal/6761b6d5,aggravates,0.8,0.85,"Ignoring the injury likely worsens the condition of the chafe, leading to increased bleeding.",+,736,737
causal/b899b913,causes,0.8,0.85,"The intense and aggressive filing suggests a direct impact on the object being filed, leading to rough handling.",+,734,738
causal/569ea6a3,causes,0.8,0.85,Neglecting someone's feelings can lead to them being treated insensitively or harshly.,+,735,738
causal/41542b77,causes,0.8,0.85,"Neglecting his leg leads to rough handling, suggesting a direct cause-effect relationship.",+,736,738
causal/942cf6b9,causes,0.8,0.85,"The presence of an old chafe and blood suggests pain or injury, leading to rough handling as if the object were insensate.",+,737,738
causal/9230330d,causes,0.8,0.85,Neglecting someone's feelings can lead to increased fear or anxiety about that person.,+,735,739
causal/4a61ba8f,causes,0.8,0.85,Ignoring personal boundaries can lead to fear and anxiety in others.,+,736,739
causal/83e33d69,causes,0.7,0.8,Neglecting his own leg likely led to fear of being away from home due to potential consequences.,+,736,740
causal/fe2afc62,causes,0.8,0.85,The bloody chafe likely caused fear of staying away from home due to potential danger or injury.,+,737,740
causal/3aec62a1,aggravates,0.7,0.8,"Rough handling of the object increases the fear of being away from home, suggesting emotional distress.",+,738,740
causal/effcc0c6,causes,0.8,0.85,"Fear of the person leads to fear of being away from home, as both fears are interconnected.",+,739,740
causal/8de87d9b,causes,0.8,0.85,Fear of the person prompted the decision to leave.,+,739,741
causal/5ec7482f,causes,0.8,0.85,Fear of staying away from home prompted the decision to leave.,+,740,741
causal/ec5b548e,causes,0.8,0.85,Fear of the individual prompted a desire to escape the situation.,+,739,743
causal/44d53396,causes,0.8,0.85,Fear of staying away from home prompted the decision to leave.,+,740,743
causal/358b245d,causes,0.8,0.85,The statement of intent to leave prompted a decision to discreetly exit.,+,741,743
causal/3adb23ca,causes,0.7,0.8,"Ignoring someone's presence can lead to feelings of neglect, prompting a decision to leave.",+,742,743
causal/6e432597,causes,0.7,0.8,"The decision to slip away likely led to the observed behavior of the other person, indicating a direct impact.",+,743,744
causal/030e2bc4,enables,0.7,0.8,"The act of working hard at his fetter suggests he is attempting to escape, which enables the continued sound of the file.",+,744,746
causal/cbac1869,enables,0.7,0.8,The decision to slip off allows for a moment of pause and reflection in the mist.,+,743,747
causal/4aa57605,causes,0.8,0.9,The act of stopping in the mist to listen is a direct result of hearing about him.,+,746,747
